PONumber,PODate,VendorAcct,VendorName,ExpReceiveDate,DateReceived,SpecialInstructions1,SpecialInstructions2,MiscChgDesc,MiscChgAmt,SpecialInstructions3,WHCode,WHDescription,ApprovedBy,ConfirmationNum,NumOrderLines,PurchTotal,TaxableAmt,SalesTaxAmt,FreightAmt,PpdDeposit,TotalDue,CODAmount,TotalShipCubes,TaxAreaCode,TotalShipWgt,TaxAreaDescription,TaxRate,POPendingFlag,StatusCode,Status,POIssuedFlag,IssuedByUser,PODateIssued,POIssueMethod,POPrintedFlag,POReceivedFlag,ReceivedByUser,TransType,TransSource,FiscalYear,PostPeriod,PostPass,PostedFlag,IsBackorderFlag,POInvoicedFlag,InvcNum,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,POCountry,POContactName,POTelephone,POFax,Terms,CODFlag,TaxFlag,Carrier,FrtPpdCol,MinPOAmt,MinPOWgt,MinPOCubes,ShipVendorName,ShipAddress1,ShipAddress2,ShipCity,ShipState,ShipZip,ShipAttention,ShipTelephone,EnteredTimeStamp,EnteredByUser,LastModifyTimeStamp,LastModifiedByUser
204655,1/17/2013,LITCO,LITCO INTERNATIONAL INC.,,2/13/2013,PLEASE HOLD THIS ORDER TILL I,ASK TO RELEASE IT,,,0,*MAIN,Main Warehouse,,,1,3807,0,0,0,0,3807,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/17/2013,EMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,319702,LITCO INTERNATIONAL INC.,P.O. BOX 150,,VIENNA,OH,44473,,PETE SNYDER  EXT 113,877/284-5043,1-330-539-5388,N15,N,N,BEST WAY,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/17/2013 9:49:55 AM,JACKIE,1/17/2013 9:49:55 AM,JACKIE
204735,2/6/2013,A1RES100,A-1 RESTAURANT SUPPLY & EQUIPMENT,,2/13/2013,,,,,0,*MAIN,Main Warehouse,,,1,338.4,0,0,0,0,338.4,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/6/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,3667,A-1 RESTAURANT SUPPLY & EQUIPMENT,1879 CARAVAN TRAIL,SUITE 203,JACKSONVILLE,FL,32216,,,904-401-7656,904-724-0717,CC,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/6/2013 1:13:42 PM,LILA,2/12/2013 10:49:47 AM,LILA
204744,2/8/2013,OKLRIG,"ORS NASCO, INC.",,2/13/2013,,,,,0,*MAIN,Main Warehouse,,,5,102.26,0,0,0,0,102.26,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,2/8/2013,FAX,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,"10810982-01,02","ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,,,800/678-6577,1-918-682-5936,N30,N,N,BEST WAY,P,100,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 11:32:14 AM,JOHN,2/8/2013 12:49:31 PM,JOHN
204760,2/12/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,2/13/2013,,,,,0,*MAIN,Main Warehouse,,,35,2635.15,0,0,4.99,0,2640.14,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/12/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,9728501,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,ARTIE HARDIE,1-800-632-1296,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/12/2013 11:25:25 AM,LILA,2/12/2013 4:03:00 PM,LILA
204761,2/12/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,2/13/2013,,,,,0,*MAIN,Main Warehouse,,,20,1376.58,0,0,0,0,1376.58,0,189.6,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/12/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,16219572-00,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/12/2013 1:06:54 PM,JACKIE,2/13/2013 9:27:54 AM,JACKIE
204728,2/4/2013,NUTRIB,NUTRI-BON DISTRIBUTING CO.,,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,4,1504.8,0,0,0,0,1504.8,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/4/2013,FAX,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,304205,MACKOUL BUILDING,3425 MAIN STREET,,JACKSONVILLE,FL,32206,,CUSTOMER SERVICE,1-323-278-5425,904-744-4392,CC,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/4/2013 1:21:58 PM,JACKIE,2/4/2013 1:21:58 PM,JACKIE
204740,2/8/2013,MCMCAR,MCMASTER-CARR SUPPLY,,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,1,24.57,0,0,0,0,24.57,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,2/8/2013,USMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,45761990,MCMASTER-CARR SUPPLY,P.O.BOX 740100,,ATLANTA,GA,30374,,,404/346-7000,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 8:57:59 AM,JOHN,2/12/2013 8:38:16 AM,JOHN
204742,2/8/2013,MASHOS,HOSEPOWER USA,,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,1,67,0,0,0,0,67,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,2/8/2013,USMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,16037316-00,HOSEPOWER USA,3022 FAYE ROAD,,JACKSONVILLE,FL,32226,,,904/652-0874,904-652-0691,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 10:07:02 AM,JOHN,2/8/2013 10:07:02 AM,JOHN
204733-1,2/6/2013,OKLRIG,"ORS NASCO, INC.",,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,5,198.38,0,0,0,0,198.38,0,0,0,,(UnAssigned),0,N,R,Received,N,,2/6/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,Y,Y,"10803461-01,2,3","ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,,,800/678-6577,1-918-682-5936,N30,N,N,BEST WAY,P,100,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 11:03:26 PM,DBQ,,
204753,2/11/2013,SAAFEL,SAALFELD REDISTRIBUTION,,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,19,2394.93,0,0,7.4,0,2402.33,0,250.4,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/11/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,9501213530,SAALFELD REDISTRIBUTION,P.O. BOX 677319,,DALLAS,TX,75267,,JULIE FARRAR,1-888-293-0944,1-901-214-1277,CC,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/11/2013 4:58:26 PM,JACKIE,2/11/2013 4:58:26 PM,JACKIE
204754,2/11/2013,MASHOS,HOSEPOWER USA,,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,1,37.25,0,0,0,0,37.25,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,2/11/2013,USMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,16037356-00,HOSEPOWER USA,3022 FAYE ROAD,,JACKSONVILLE,FL,32226,,,904/652-0874,904-652-0691,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/11/2013 12:03:20 PM,JOHN,2/11/2013 12:03:20 PM,JOHN
204756,2/11/2013,UNVSOU,UNIVERSAL-SOUTHERN CORP.,,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,9,82.52,0,0,0,0,82.52,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,2/11/2013,USMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,"129,694,692,693",UNIVERSAL-SOUTHERN CORP.,P.O.BOX 10484,3755 GRANT ROAD,JACKSONVILLE,FL,32207,,MELODY,904/399-1244,904-396-6865,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/11/2013 1:28:49 PM,JOHN,2/12/2013 7:10:35 AM,JOHN
204759,2/11/2013,BOXPAC,"BOX ACQUISITIONS, LLC",,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,3,37.48,0,0,27.14,0,64.62,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/11/2013,Call,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,4224342,"BOX PACKAGING, INC.",2650 GALVIN DR,,ELGIN,IL,60124,,,800-742-6937,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/11/2013 3:55:13 PM,LILA,2/12/2013 8:37:29 AM,JACKIE
204758,2/11/2013,LADPRO,BERRY,,2/12/2013,,,,,0,*MAIN,Main Warehouse,,,1,44.16,0,0,13.17,0,57.33,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/11/2013,Call,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,795117,LADDAWN PRODUCTS,,155 JACKSON ROAD,DEVENS,MA,01434-5614,,PETER GARCIA,800-446-3639,800-253-5246,N30,N,N,UPS,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/11/2013 3:47:37 PM,JACKIE,2/12/2013 8:35:35 AM,JACKIE
204703,1/29/2013,GORPAP,GORDON PAPER COMPANY,,2/11/2013,,,,,0,*MAIN,Main Warehouse,,,4,4124.15,0,0,0,0,4124.15,0,9339.9,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/29/2013,EMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,202746,GORDON PAPER COMPANY,5713 WARD AVENUE,,VIRGINIA BEACH,VA,23455,,CUSTOMER SERVICE,1-800-457-7366,1-757-363-9355,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/29/2013 10:26:49 AM,JACKIE,1/29/2013 10:26:49 AM,JACKIE
204714,1/31/2013,ACSIN100,"ACS INDUSTRIES, INC.",,2/11/2013,PLEASE CONFIRM THE RECEIPT OF,THIS ORDER. THANK YOU JACKIE,,,0,*MAIN,Main Warehouse,,,1,2940,0,0,0,0,2940,0,1372,38416,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/31/2013,EMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,490445279,"ACS INDUSTRIES, INC.",ONE NEW ENGLAND WAY,,LINCOLN,RI,2865,,CARMEN CAMPOS,1-401-229-9438,1-401-333-6088,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/31/2013 10:44:37 AM,JACKIE,1/31/2013 10:56:56 AM,JACKIE
204745,2/8/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,2/11/2013,,,,,0,*MAIN,Main Warehouse,,,15,1028.78,0,0,5,0,1033.78,0,30,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/8/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,"1,620,589,910,507",LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 12:13:32 PM,JACKIE,2/11/2013 10:21:33 AM,JACKIE
204710-1,1/30/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,2/8/2013,,,,,0,*MAIN,Main Warehouse,,,1,45.8,0,0,0,0,45.8,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/30/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,Y,Y,16192821-00,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/31/2013 11:01:21 PM,DBQ,,
204733,2/6/2013,OKLRIG,"ORS NASCO, INC.",,2/8/2013,,,,,0,*MAIN,Main Warehouse,,,7,63.18,0,0,0,0,63.18,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,2/6/2013,FAX,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,10803461-00,"ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,,,800/678-6577,1-918-682-5936,N30,N,N,BEST WAY,P,100,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/6/2013 12:15:39 PM,JOHN,2/6/2013 2:11:31 PM,JOHN
204736,2/7/2013,UNISOU,VERITIV OPERATING COMPANY,,2/8/2013,,,,,0,*MAIN,Main Warehouse,,,17,2775.4,0,0,0,0,2775.4,0,152,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/7/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,483-70713508,UNISOURCE WORLDWIDE INC,,P.O. BOX 409884,ATLANTA,GA,30384,,BRIAN SEYMOUR,904-348-8120,,N30,N,N,THEIR TRUCK/PICKUP,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/7/2013 9:08:34 AM,JACKIE,2/7/2013 10:09:51 AM,LILA
204738,2/7/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,2/8/2013,,,,,0,*MAIN,Main Warehouse,,,14,1025.54,0,0,5,0,1030.54,0,30,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/7/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,"162,005,211,185",LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/7/2013 12:57:19 PM,LILA,2/7/2013 2:44:50 PM,JACKIE
204741,2/8/2013,GATCHE,"GATEWAY CHEMICALS, INC.",,2/8/2013,,,,,0,*MAIN,Main Warehouse,,,1,120,0,0,0,0,120,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/8/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,34794,"GATEWAY CHEMICALS, INC.",724 GOLFAIR BLVD,,JACKSONVILLE,FL,32206,,,904/353-4790,904-353-4893,N20,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 9:02:48 AM,JACKIE,2/8/2013 9:02:48 AM,JACKIE
204746,2/8/2013,PASCH100,PASCHAL BROTHERS HARDWARE CO.,,2/8/2013,,,,,0,*MAIN,Main Warehouse,,,5,59.85,0,0,0,0,59.85,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,2/8/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,149525,PASCHAL BROTHERS HARDWARE CO.,1118 NORTH MYRTLE AVENUE,,JACKSONVILLE,FL,32204-1099,,COREY,904-354-3566,904-355-1245,N10,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 1:50:58 PM,JOHN,2/8/2013 1:52:49 PM,JOHN
204747,2/8/2013,DISLAB,DISCOUNT LABELS,,2/8/2013,,,,,0,*MAIN,Main Warehouse,,,1,120.79,0,0,0,0,120.79,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/8/2013,Call,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,246633-1302,DISCOUNT LABELS,,4115 PROFIT COURT,NEW ALBANY,IN,47150,,,800/995-9500,800-995-9600,N30,N,N,UPS,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 2:17:19 PM,JACKIE,2/8/2013 2:17:19 PM,JACKIE
204748,2/8/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,2/8/2013,,,,,0,*MAIN,Main Warehouse,,,1,31,0,0,0,0,31,0,0,0,,(UnAssigned),0,Y,R,Received,N,,2/8/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,16133447-01,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/8/2013 3:06:02 PM,JOHN,2/8/2013 3:06:02 PM,JOHN
204688-1,1/23/2013,TRADE100,CARDINAL HEALTH (TRADEX),,2/7/2013,,,,,0,*MAIN,Main Warehouse,,,1,160,0,0,0,0,160,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/23/2013,,N,Y,JACKIE,PO,PO,2013,2,2,Y,Y,Y,0215006-IN,"TRADEX INTERNATIONAL, INC.",5300 TRADEX PARKWAY,,CLEVELAND,OH,44102,,TOM HARMON,904-287-3797,1-561-547-8506,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/29/2013 11:01:07 PM,DBQ,2/7/2013 3:06:06 PM,JACKIE
204707-1,1/29/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,2/7/2013,,,,,0,*MAIN,Main Warehouse,,,1,41.76,0,0,0,0,41.76,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/29/2013,,N,Y,JACKIE,PO,PO,2013,2,2,Y,Y,Y,9726777,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,ARTIE HARDIE,1-800-632-1296,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/30/2013 11:06:17 PM,DBQ,,
204713,1/31/2013,INNOP100,INNOPAK,,2/7/2013,,,,,0,*MAIN,Main Warehouse,,,1,4880,0,0,0,0,4880,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/31/2013,EMail,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,46518,INNOPAK,1932 PITTSBURGH DRIVE,,DELAWARE,OH,43015,,ERIKA  LACEY,1-740-363-0090,1-740-368-0009,N10,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/31/2013 9:56:03 AM,JACKIE,2/6/2013 8:53:55 AM,JACKIE
204721,2/4/2013,ADHTAP,ADHESIVE TAPE PRODUCTS,,2/7/2013,,,,,0,*MAIN,Main Warehouse,,,1,119.28,0,0,19.63,0,138.91,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/4/2013,FAX,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,IN13020318,ADHESIVE TAPE PRODUCTS,11260 N.W. 91 STREET,,MIAMI,FL,33178,,CUSTOMER SERVICE,1-800-327-6745,1-888-887-8997,N30,N,N,BEST WAY,P,0,0,0,ALTERNATE ENERGY TECH,851 ENERGY COVE COURT,,GREEN COVE SPRINGS,FL,32043,JAY TAYLOR..PO# 14470,904-297-9387,2/4/2013 9:23:47 AM,JACKIE,2/7/2013 2:10:44 PM,JACKIE
204739,2/7/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,2/7/2013,,,,,0,*MAIN,Main Warehouse,,,1,-14.89,0,0,0,0,-14.89,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/7/2013,Call,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,9726757,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,ARTIE HARDIE,1-800-632-1296,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/7/2013 4:51:10 PM,LILA,2/7/2013 4:51:10 PM,LILA
204606,1/8/2013,APEXP100,APEX PACKAGING PRODUCTS,,2/6/2013,,,,,0,*MAIN,Main Warehouse,,,2,-3661.2,0,0,0,0,-3661.2,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/24/2013,Call,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,,APEX PACKAGING PRODUCTS,15105-D JOHN J. DELANEY #301,,CHARLOTTE,NC,28277,,LORI NOURSE,1-800-476-8273,1-704-283-0292,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/8/2013 8:42:42 AM,JACKIE,1/24/2013 3:58:38 PM,JACKIE
204654,1/17/2013,FUTABR,GLOBAL ABRASIVE PRODUCTS.,,2/6/2013,,,,,0,*MAIN,Main Warehouse,,,1,60.48,0,0,0,0,60.48,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,1/17/2013,EMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,3231199,GLOBAL ABRASIVE PRODUCTS.,1035 NINE NORTH DRIVE,,ALPHARETTA,GA,30004,,rusty jameson,800-763-7263,1-770-740-0574,N30,N,N,BEST WAY,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/17/2013 9:45:26 AM,JOHN,1/17/2013 9:45:26 AM,JOHN
204686,1/23/2013,FORPLA,"HILEX POLY CO., LLC",,2/6/2013,,,,,0,*MAIN,Main Warehouse,,,1,-745.5,0,0,0,0,-745.5,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/23/2013,Call,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,,FORTUNE PLASTICS,,11580 RYLAND CT,ORLANDO,FL,32824,,CUSTOMER SERVICE,1-800-777-3556,1-561-547-8506,N30,N,N,BEST WAY,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/23/2013 12:04:09 PM,JACKIE,1/25/2013 4:11:00 PM,JACKIE
204718,2/1/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,2/6/2013,,,,,0,*MAIN,Main Warehouse,,,29,950.66,0,0,5,0,955.66,0,36.6,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/5/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,16186419-00,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/1/2013 3:32:53 PM,LILA,2/5/2013 2:08:37 PM,LILA
204723,2/4/2013,CLEPAK,CLEANPAK PRODUCTS,,2/6/2013,REVISED PURCHASE ORDER ADDED,THE LAST ITEM,,,0,*MAIN,Main Warehouse,,,4,614.08,0,0,0,0,614.08,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/5/2013,FAX,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,23429,CLEANPAK PRODUCTS,5408 NORTH 59TH STREET,SUITE A,TAMPA,FL,33610,,GEORGE BRYDON,1-800-790-3090,1-813-740-8218,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/4/2013 9:43:48 AM,JACKIE,2/5/2013 1:43:58 PM,JACKIE
204729,2/4/2013,SWISH100,SWISHER HYGIENE,,2/6/2013,,,,,0,*MAIN,Main Warehouse,,,1,444.5,0,0,0,0,444.5,444.5,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/4/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,2413-SWISHER,SWISHER INTERNATIONAL,2463 LLOYD ROAD,,JACKSONVILLE,FL,32254,,TAMMY,904-693-0506,904-693-0508,COD,Y,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/4/2013 1:51:12 PM,JACKIE,2/5/2013 4:07:27 PM,JACKIE
204730,2/5/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,2/6/2013,,,,,0,*MAIN,Main Warehouse,,,26,3369.17,0,0,4.99,0,3374.16,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/5/2013,EMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,9726946,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,ARTIE HARDIE,1-800-632-1296,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/5/2013 9:20:51 AM,LILA,2/5/2013 1:30:28 PM,LILA
204732,2/5/2013,LABEIT,LABEL IT,,2/6/2013,,,,,0,*MAIN,Main Warehouse,,,1,114.75,0,0,0,0,114.75,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/5/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,2551,LABEL IT,10100 NORTHWEST 116TH WAY,,MIAMI,FL,33178,,,800/338-6386,,N30,N,N,UPS,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/5/2013 10:11:52 AM,JACKIE,2/5/2013 10:11:52 AM,JACKIE
