VendorAcct,VendorGroupCode,VendorName,Address1,Address2,City,State,Zip,OfficePhone,OfficeFax,WebAddress,OfficeContact,OfficeContactEmailAddress,POContact,POContactEmailAddress,APContact,APContactEmailAddress,ServiceContact,ServiceContactEmailAddress,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,CreditLimit,CreditComments1,CreditComments2,Exp1MajorAcct,Exp2MajorAcct,MinPOAmt,MinPOWgt,MinPOCubes,Terms,Carrier,TaxFlag,FrtPpdCol,CheckType,Eligible1099Flag,Comments1,Comments2,VCustAcctNum,LeadTimeDays,ReviewCycleDays,POIssueOption,Field1,Field2,YTDTotPurchases,CurBalance,AgeBal1,AgeBal2,AgeBal3,AgeBal4,AgeBal5,AgeBal6,PendingOrdersBal,AgeStatus,AgeDelinquentFlag,AgeDelinquentBal,AvePmtDays,FirstIssuePODate,LastIssuePODate,PONumber,LastAPInvcDate,LastAPPmtDate,SetupTimeStamp,SetupBy,LastModifyTimeStamp,LastModifyBy,ObsoleteFlag,VendorID
ECOWA100,PO,ECOWARE,,,,,,6048801148,,,,,,,,,,,ECOWARE,,,,,,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,15,4/8/2014,4/8/2014,206847,4/3/2014,4/18/2014,4/8/2014 9:40:36 AM,JACKIE,4/8/2014 9:41:02 AM,JACKIE,N,10489
ECOPR100,PO,ECO-PRODUCTS INC,4755 WALNUT STREET,,BOULDER,CO,80301,,,,,,,,,,,,ECO-PRODUCTS INC,4755 WALNUT STREET,,BOULDER,CO,80301,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,34,4/30/2014,4/30/2014,206964,4/28/2014,6/1/2014,4/28/2014 9:04:17 AM,JACKIE,4/28/2014 9:06:10 AM,JACKIE,N,10490
WELCH100,AP,WELCH-GARDNER DENVER,,,,,,,,,,,,,,,,,WELCH-GARDNER DENVER,,,,,,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,5/6/2014 3:38:17 PM,JOHN,,,N,10491
WELCH110,PO,WELCH-GARDNER DENVER,,,,,,407-366-6391,,,,,KARL,KARL.DIENST@GARDNERDENVER.COM,,,,,WELCH-GARDNER DENVER,,,,,,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,USMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,24,5/9/2014,5/9/2014,206984,5/9/2014,6/2/2014,5/7/2014 8:30:06 AM,JOHN,5/9/2014 9:41:00 AM,JOHN,N,10492
SMITH110,PO,SMITH PACKAGING,P.O 5858,,JACKSONVILLE,FL,32247,904-731-4193,904-731-9889,,,,,,,,,,SMITH PACKAGING,P.O 5858,,JACKSONVILLE,FL,32247,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,16,5/13/2014,5/7/2015,208487,1/3/2017,1/27/2017,5/13/2014 11:22:46 AM,JOHN,,,N,10493
CAMPI100,PO,CAMPING WORLD,10101 INTERSTATE CENTER DRIVE,,JACKSONVILLE,FL,32218,18772614327,,,,,,,,,,,CAMPING WORLD,10101 INTERSTATE CENTER DRIVE,,JACKSONVILLE,FL,32218,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,5/28/2014,9/17/2014,207562,,,5/28/2014 10:38:51 AM,JACKIE,,,N,10494
HARBO100,PO,HARBOR FREIGHT TOOLS,9861 BEACH BLVD,,JACKSONVILLE,FL,32246,904-998-4503,,,,,,,,,,,HARBOR FREIGHT TOOLS,9861 BEACH BLVD,,JACKSONVILLE,FL,32246,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,46,6/4/2014,6/4/2014,207100,6/4/2014,7/20/2014,6/4/2014 3:05:01 PM,JACKIE,,,N,10495
NORTH110,PO,NORTHERN TOOL & EQUIPMENT,10000 ATLANTIC BLVD,,JACKSONVILLE,FL,32225,,,,,,,,,,,,NORTHERN TOOL & EQUIPMENT,10000 ATLANTIC BLVD,,JACKSONVILLE,FL,32225,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,3,6/17/2014,10/22/2015,209112,7/17/2014,7/20/2014,6/17/2014 2:28:36 PM,JOHN,,,N,10497
EXPAN100,PO,EXPANDED TECHNOLOGY,6520 46TH STREET,,KENOSHA,WI,53144,8886547720,2626545020,,,,,,,,,,EXPANDED TECHNOLOGY,,,,,,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,28,6/23/2014,7/31/2015,208842,8/5/2015,9/4/2015,6/23/2014 10:14:57 AM,JACKIE,8/19/2015 11:37:15 AM,STEVE,N,10498
ORAMD100,PO,ORAM DISTRIBUTORS INC,1224 JAMAICA CT,,JACKSONVILLE,FL,32216,9047256331,,,,,,,,,,,ORAM DISTRIBUTORS INC,1224 JAMAICA CT,,JACKSONVILLE,FL,32216,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,7/1/2014 9:29:40 AM,JACKIE,,,N,10499
SHOPL100,PO,SHOPLET.COM,,,,,,,,,,,,,,,,,SHOPLET.COM,,,,,,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,7/3/2014 10:34:44 AM,JACKIE,7/3/2014 10:35:10 AM,JACKIE,N,10500
DANDE100,AP,DANDEE FOODS,2178 WEST 21ST STREET,,JACKSONVILLE,FL,32209,904-353-0025,904-354-3846,,,,,,,,,,DANDEE FOODS,2178 WEST 21ST STREET,,JACKSONVILLE,FL,32209,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,7/11/2014 9:02:44 AM,NEAL,,,N,10501
VACUU100,PO,VACUUM CITI,9907 GEORGETOWN PIKE,,GREAT FALLS,VA,,703-635-7521,,,,,,,,,,,VACUUM CITI,9907 GEORGETOWN PIKE,,GREAT FALLS,VA,,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,7/11/2014 9:25:37 AM,JACKIE,,,N,10502
WEBRE100,PO,WEBSTAURANTSTORE.COM,,,,,,717-392-7472,,WWW.WEBSTAURANTSTORE.COM,,,,,,,,,WEBSTAURANTSTORE.COM,,,,,,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,34,8/26/2014,9/30/2024,215285,6/10/2024,9/30/2024,8/20/2014 3:29:20 PM,JACKIE,1/26/2023 12:40:36 PM,JEFF,N,10503
TRELI100,PO,ACS,PO Box 845449,,BOSTON,MA,02284-5549,(401) 769-4700,,,Elaine,e.johnson@acsind.com,Elaine,e.johnson@acsind.com,Elaine,e.johnson@acsind.com,,,ACS / TRELIONI,1 New England Way,,Lincoln,RI,2865,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,EMail,,,5437.44,0.4,0,0,0,0,0,0,9890,Cur,N,0,19,9/24/2014,2/19/2026,216004,2/26/2026,4/7/2026,9/24/2014 10:32:43 AM,NEAL,11/22/2023 11:29:12 AM,NATE,N,10505
LACER100,PO,LACERTA GROUP INC,360 FORBES BLVD,,MANSFIELD,MA,2048,5083393312 ext 13,15083393313,,,,,,,,,,LACERTA GROUP INC,360 FORBES BLVD,,MANSFIELD,MA,2048,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,10/7/2014 12:35:38 PM,JACKIE,,,N,10506
IDMIN100,AP,IDMI.NET,,,,,,330-707-0432,,,Lindsey,,Lindsey,,,,,,idmi.net,,,,,,0,,,6185,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,40,496.5,0,0,0,0,20,476.5,0,Del,Y,496.5,5,,,,1/1/2026,9/24/2024,10/7/2014 1:19:47 PM,JOHN,10/29/2015 9:31:48 AM,STEVE,N,10507
ASSOC100,PO,ASSOCIATED PACKAGING INC.,435 CALVERT DRIVE,,GALLITIN,TN,37066-5448,813-889-9435,813-887-3487,,CHRISTINE,COSBORNE@ASSOCIATEDPACKAGING.COM,CHRISTINE,COSBORNE@ASSOCIATEDPACKAGING.COM,CHRISTINE,COSBORNE@ASSOCIATEDPACKAGING.COM,,,ASSOCIATED PACKAGING INC.,435 CALVERT DRIVE,,GALLITIN,TN,37066-5448,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,43,10/13/2014,6/17/2015,208511,6/22/2015,7/17/2015,10/9/2014 4:52:25 PM,RANDY,12/28/2015 9:39:06 AM,STEVE,N,10508
MAINT100,PO,MAINTENANCE SUPPLY,P.O. BOX 41073,,JACKSONVILLE,FL,32203,904-502-5420,904-212-2122,,,,,,,,,,MAINTENANCE SUPPLY,P.O. BOX 41073,,JACKSONVILLE,FL,32203,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,29,10/13/2014,10/23/2015,209113,10/23/2015,11/13/2015,10/13/2014 5:06:33 PM,JACKIE,12/28/2015 9:19:01 AM,STEVE,N,10509
JANPA110,PO,JANPAK JACKSONVILLE,6600 PRITCHARD ROAD,SUITE300,JACKSONVILLE,FL,32219,,866-602-9313,,,,,,,,,,JANPAK JACKSONVILLE,6600 PRITCHARD ROAD,SUITE300,JACKSONVILLE,FL,32219,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,52,10/16/2014,10/29/2014,207712,10/29/2014,9/1/2014,10/16/2014 11:32:46 AM,JACKIE,,,N,10510
LACER110,PO,LACERTA,360 FORBES BLVD,,MANSFIELD,MA,2048,508-339-3312,508-339-3313,,,,,,,,,,LACERTA,360 FORBES BLVD,,MANSFIELD,MA,2048,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,10/22/2014 9:25:43 AM,ADDYSON,,,N,10511
SUPPL110,PO,SUPPLY SOURCE,7076 DAVIS CREEK RD,,JACKSONVILLE,FL,32256,904-730-9966,904-730-5014,thesupplysource.com,,,ROBIN,rmoran@thesupplysource.com,,,,,SUPPLY SOURCE,7076 DAVIS CREEK RD,,JACKSONVILLE,FL,32256,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,10/27/2014 1:51:55 PM,JACKIE,3/4/2015 10:20:15 AM,STEVE,N,10513
REGEN100,PO,REGENCY WRAPS,2731 SATSUMA DRIVE,,DALLAS,TX,75229,214-357-0099,214-352-1029,,,,,,,,,,REGENCY WRAPS,2731 SATSUMA DRIVE,,DALLAS,TX,75229,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,36,11/3/2014,3/27/2015,208327,3/27/2015,5/8/2015,10/30/2014 10:52:53 AM,JACKIE,12/28/2015 9:09:25 AM,STEVE,N,10514
ABATI100,PO,ABATIX CORP,2400 SKYLINE DR SUITE 400,,MESQUITE,TX,75149,,,,,,,,,,,,ABATIX CORP,2400 SKYLINE DR SUITE 400,,MESQUITE,TX,75149,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,1/20/2015,1/20/2015,208045,1/20/2015,1/21/2015,1/20/2015 8:35:11 AM,BRITTANY,1/20/2015 8:36:38 AM,BRITTANY,N,10517
PRICE100,PO,PRICE GUN STORE,110 MORGAN HILL ROAD,PO BOX 517,MORGAN,PA,15064,1-800-346-7820,,PRICEGUN.COM,,,,,,,,,PRICE GUN STORE,110 MORGAN HILL ROAD,PO BOX 517,MORGAN,PA,15064,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,1/27/2015,1/27/2015,208083,,,1/27/2015 10:32:11 AM,JACKIE,,,N,10518
OFFIC110,PO,OFFICE MAX,9450 ARLINGTON EXPRESSWAY,,JAX,FL,32225,904-248-3986,,,,,,,,,,,OFFICE MAX,9450 ARLINGTON EXPRESSWAY,,JAX,FL,32225,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,2/10/2015,2/10/2015,208144,,,2/10/2015 12:14:19 PM,JACKIE,,,N,10519
COMCA100,AP,COMCAST,PO BOX 37601,,Philadelphia,PA,19101-0601,1-800-391-3000,,,,,,,,,,,COMCAST,PO BOX 37601,,Philadelphia,PA,19101-0601,0,,,6180,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,725.89,0,0,0,0,0,725.89,0,Del,Y,725.89,10,,,,3/1/2024,4/18/2024,3/9/2015 2:57:41 PM,STEVE,5/15/2024 10:29:13 AM,JEFF,N,10520
STEP1100,AP,STEP 1,3525 OLD CONEJO RD,SUITE 110,NEWBURY PARK,CA,91320-2198,1-800-553-2602,1-805-499-7783,,,,,,,,,,STEP 1,3547 OLD CONEJO RD,SUITE 104,NEWBURY PARK,CA,91320-2160,0,,,6185,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,337,0,0,0,0,0,337,0,Del,Y,337,8,,,,11/3/2025,4/18/2024,3/9/2015 3:19:25 PM,STEVE,5/1/2024 11:37:00 AM,NATE,N,10521
WORLD100,AP,WORLDWIDE EXPRESS,WWE JACKSONVILLE,P.O. BOX 501486,INDIANAPOLIS,IN,46250,866-449-4345,904-322-5058,,,,,,,,,,WORLDWIDE EXPRESS,WWE JACKSONVILLE,"1534 OAK ST, STE 301",JACKSONVILLE,FL,32204,0,,,6570,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,6,,,,1/11/2017,1/18/2017,3/10/2015 10:15:00 AM,STEVE,1/22/2016 3:04:47 PM,NEAL,N,10522
NATIO110,AP,"NATIONAL TIRE SOLUTIONS, INC",9480 PICKWICK DR,,JACKSONVILLE,FL,32257,904-398-9544,904-398-9543,,JENNY,,JENNY,,,,,,"NATIONAL TIRE SOLUTIONS, INC",9480 PICKWICK DR,,JACKSONVILLE,FL,32257,0,,,6620,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,11,,,,12/31/2018,1/11/2019,3/10/2015 10:30:21 AM,STEVE,,,N,10523
FIRST100,AP,FIRST COAST BUSINESS MACHINES,6217 ST. AUGASTINE RD STE#24-303,,JACKSONVILLE,FL,32217,904-359-0040,,,Keone,,,,Keone,,,,FIRST COAST BUSINESS MACHINES,6217 ST. AUGASTINE RD STE#24-303,,JACKSONVILLE,FL,32217,0,,,6660,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,16,,,,8/21/2024,9/24/2024,3/12/2015 11:34:07 AM,STEVE,1/23/2020 8:13:37 AM,RANDY,N,10524
BOOKK100,AP,BOOKKEEPING & TAX SOLUTIONS INC,6612 BARNES RD S,,JACKSONVILLE,FL,32216,904-333-4931,,,,,,,,,,,BOOKKEEPING & TAX SOLUTIONS INC,6612 BARNES RD S,,JACKSONVILLE,FL,32216,0,,,6360,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,22,,,,1/20/2016,2/12/2016,3/18/2015 3:54:00 PM,STEVE,2/10/2016 4:39:01 PM,STEVE,N,10525
SUPPL120,AP,SUPPLYWORKS,701 SAN MARCO BLVD,,JACKSONVILLE,FL,32207,,,,,,,,,,,,SUPPLYWORKS,701 SAN MARCO BLVD,,JACKSONVILLE,FL,32207,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,,3/23/2015 10:02:50 AM,STEVE,4/10/2017 8:30:12 AM,DAVID,N,10526
CASH.100,AP,PETTY CASH,,,,,,,,,,,,,,,,,CASH,,,,,,0,,,6450,6560,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,20,,,,6/30/2021,4/29/2022,3/24/2015 3:03:07 PM,STEVE,2/11/2016 8:40:32 AM,STEVE,N,10527
UNITE110,PO,UNITED STATIONERS,,,,,,18007334000,,,,,TONY,,,,,,UNITED STATIONERS,,,,,,0,,,1200,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,4/6/2015,8/26/2015,208905,,,3/25/2015 11:19:47 AM,JACKIE,,,N,10528
SOLID100,AP,SOLID FOUNDATION LCS,2240 IVYGAIL DR W,,JACKSONVILLE,FL,32225,,,,,,,,,,,,SOLID FOUNDATION LCS,2240 IVYGAIL DR W,,JACKSONVILLE,FL,32225,0,,,6430,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,8,,,,9/1/2015,9/18/2015,4/10/2015 8:22:45 AM,STEVE,9/8/2015 8:36:27 AM,STEVE,N,10530
J&MTE100,AP,J & M TECHNOLOGIES INC,4135 Boardman-Canfield Rd.,SUITE 102,CANFIELD,OH,44406,330-533-9000,,,,,,,,,,,J & M TECHNOLOGIES INC,4135 Boardmen-Canfield Rd.,SUITE 102,CANFIELD,OH,44406,0,,,6185,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,1180,1180,295,0,295,0,295,295,0,Del,Y,885,18,,,,4/1/2026,12/22/2025,4/13/2015 3:59:04 PM,STEVE,1/18/2023 12:14:29 PM,JEFF,N,10531
BAYME100,AP,BAYMEAD ACQUISITIONS LLC,1985 CEDAR BRIDGE AVE,SUITE ONE,LAKEWOOD,NJ,8701,,,,,,,,,,,,BAYMEAD ACQUISITIONS LLC,1985 CEDAR BRIDGE AVE,SUITE ONE,LAKEWOOD,NJ,8701,0,,,6420,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,7,,,,5/19/2015,5/22/2015,4/17/2015 10:57:11 AM,STEVE,,,N,10533
HEWLE100,AP,HEWLETT-PACKARD FINANCIAL SVC CO,P.O. BOX 402582,,ATLANTA,GA,30384-2582,1-888-277-0670,,,,,,,,,,,HEWLETT-PACKARD FINANCIAL SVC CO,200 CONNELL DR,SUITE 500,BERKLEY HEIGHTS,NJ,7922,0,,,6450,,0,0,0,N15,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,5,,,,6/19/2015,5/22/2015,4/17/2015 11:06:53 AM,STEVE,,,N,10534
LINDS100,AP,LINDSEY PEST SERVICES,9168 PARKER AVE,,JACKSONVILLE,FL,32218,904-350-9406,,,,,,,,,,,LINDSEY PEST SERVICES,9168 PARKER AVE,,JACKSONVILLE,FL,32218,0,,,6430,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,9,,,,11/28/2022,3/10/2023,4/29/2015 9:26:28 AM,STEVE,,,N,10535
SEYMO100,AP,"SEYMOUR, BRITTANY",,,,,,,,,,,,,,,,,"SEYMOUR, BRITTANY",,,,,,0,,,6120,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,7/19/2018,7/19/2018,5/18/2015 10:21:17 AM,STEVE,5/18/2015 10:22:16 AM,STEVE,N,10536
FARAH100,AP,"FARAH, MICHAEL",,,,,,,,,,,,,,,,,"FARAH, MICHAEL",,,,,,0,,,6120,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,2,,,,10/16/2015,10/23/2015,5/18/2015 10:21:47 AM,STEVE,6/10/2015 8:49:46 AM,STEVE,N,10537
DERIT100,AP,DERITA CONSULTING INC.,4 ELLIOT PLACE,,PALM COAST,FL,32164,,,,,,,,,,,,DERITA CONSULTING INC.,,,,,,0,,,6120,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,6037.63,1774.06,0,0,1774.06,0,0,0,0,Del,Y,1774.06,0,,,,3/1/2026,3/18/2026,5/18/2015 10:22:49 AM,STEVE,7/14/2025 1:38:37 PM,JEFF,N,10538
FRONT100,AP,"FRONTZ, ROBIN",,,,,,,,,,,,,,,,,"FRONTZ, ROBIN",,,,,,0,,,6120,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,184.45,0,0,0,0,0,184.45,0,Del,Y,184.45,1,,,,1/1/2025,1/29/2025,5/18/2015 10:23:36 AM,STEVE,,,N,10539
FIRST110,AP,FIRST COAST FIRE & SAFETY EQUIP.,5905 MACY AVE,,JACKSONVILLE,FL,32211,904-346-0111,904-346-0112,,,,,,,,,,FIRST COAST FIRE & SAFETY EQUIP.,5905 MACY AVE,,JACKSONVILLE,FL,32211,0,,,6370,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,7,,,,5/21/2019,6/7/2019,5/28/2015 10:48:46 AM,STEVE,,,N,10540
AIRRI100,AP,AIR RING,1260 Ivey Lane,,Green Cove Springs,FL,32043,904-382-0537,904-266-9078,,,,,,,,,,AIR RING,1260 Ivey Lane,,Green Cove Springs,FL,32043,0,,,6440,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,16,,,,7/19/2023,8/31/2023,6/10/2015 1:41:34 PM,STEVE,10/31/2022 9:58:48 AM,NATE,N,10541
HARDI100,AP,"HARDIE, ARTIE",,,,,,,,,,,,,,,,,"HARDIE, ARTIE",,,,,,0,,,6120,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,454.13,0,0,0,0,0,454.12,0,Del,Y,454.12,9,,,,4/1/2025,1/28/2022,6/19/2015 10:30:30 AM,STEVE,,,N,10543
KINGM100,AP,"KING, MARTIN",,,,,,,,,,,,,,,,,"KING, MARTIN",,,,,,0,,,6430,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,,,,7/1/2015,7/2/2015,7/1/2015 3:43:55 PM,STEVE,,,N,10544
LUDWI100,AP,LUDWIG ASSOCIATES,5150 BELFORT RD,BLDG 500,JACKSONVILLE,FL,32256,904-281-0145,904-493-0384,,,,,,,,,,LUDWIG ASSOCIATES,5150 BELFORT RD,BLDG 500,JACKSONVILLE,FL,32256,0,,,6360,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,,,,7/1/2015,7/2/2015,7/2/2015 2:49:39 PM,STEVE,,,N,10545
NESSM100,AP,NesSMITH DIECUTTING & FINISHING,P.O. BOX 10527,,JACKSONVILLE,FL,32247,904-353-6317,904-358-7519,,,,,,,,,,NesSMITH DIECUTTING & FINISHING,P.O. BOX 10527,,JACKSONVILLE,FL,32247,0,,,1200,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,22,,,,4/4/2017,4/28/2017,7/14/2015 9:44:58 AM,STEVE,,,N,10546
ACHEM100,PO,ACHEM INDUSTRY AMERICA INC,13226 Alondra Blvd.,,Cerritos,CA,90703,17042836144,17042835320,,JEFF,jeff.phillips@achem.com,JEFF,jeff.phillips@achem.com,,,,,ACHEM INDUSTRY AMERICA INC,PO BOX 1382,,WRIGHTSVILLE BEACH,NC,28480,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,CA office 800-213-3321 for pay,,,0,0,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,14,7/20/2015,4/8/2016,209498,4/14/2016,5/6/2016,7/20/2015 3:22:12 PM,JACKIE,7/8/2016 12:01:46 PM,BRITTANY,N,10547
JACKS110,AP,JACKSONVILLE JAGUARS,,,,,,,,,,,,,,,,,JACKSONVILLE JAGUARS,,,,,,0,,,6175,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,10/21/2015,10/21/2015,7/21/2015 9:47:47 AM,STEVE,,,N,10548
ATHEN100,AP,ATHENE,P.O. BOX 1555,,DES MOINES,IA,50306-9985,,,,,,,,,,,,ATHENE,P.O. BOX 1555,,DES MOINES,IA,50306-9985,0,,,1820,,0,0,0,COD,Best Way,N,P,OI,N,ACCOUNT # AA 10011631,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,10,,,,7/21/2015,7/31/2015,7/21/2015 12:06:38 PM,STEVE,,,N,10549
CSI..100,AP,C.S.I.,,,,,,,,,,,,,,,,,C.S.I.,,,,,,0,,,6150,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,3/8/2017,3/8/2017,7/27/2015 8:53:23 AM,STEVE,1/5/2016 12:13:59 PM,STEVE,N,10551
BLANC100,AP,"BLANC, MICHAEL",,,,,,,,,,,,,,,,,"BLANC, MICHAEL",,,,,,0,,,6185,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,7/27/2015,7/27/2015,7/27/2015 2:20:18 PM,STEVE,,,N,10552
UNIVE100,AP,UNIVERSAL ENROLL,12400 YELLOW BLUFF RD,SUITE 202,JACKSONVILLE,FL,32226-5070,1-855-347-8371,,,,,,,,,,,UNIVERSAL ENROLL,12400 YELLOW BLUFF RD,SUITE 202,JACKSONVILLE,FL,32226-5070,0,,,6370,,0,0,0,COD,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,7/31/2015,7/31/2015,7/31/2015 11:55:49 AM,STEVE,,,N,10553
MATRI100,AP,MATRIX PAYMENT SYSTEMS,2500 W. HIGGINS RD,STE 1105,HOFFMAN ESTATES,IL,60169,800-683-2289,,,,,,,,,,,MATRIX PAYMENT SYSTEMS,2500 W. HIGGINS RD,STE 1105,HOFFMAN ESTATES,IL,60169,0,,,6220,,0,0,0,(UNASSIGNED),Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,,,,12/15/2020,12/31/2020,8/12/2015 9:58:44 AM,STEVE,,,N,10555
